Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
VIET PHAT IMX.TRDG. INV.,VT:VPG,VPG.HM,1/18/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Mining,Viet Phat Import Export Trading Investment,Active
VIET THAI ELECTRIC CABLE,VT:VTH,VTH.HN,10/29/2014,2014,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Viet Thai Electric Cable,Active
VIET THANG,VT:TVT,TVT.HM,7/17/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Viet Thang,Active
VIET THANH PLAST. TRDG. &.MNFG.,VT:VTZ,VTZ.HN,11/25/2021,2021,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Viet Thanh Plastic Trading and Manufacturing,Active
VIET TRI CHEMICA,VT:HVT,HVT.HN,5/8/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Chemicals,Viet Tri Chemica,Active
VIET TRUNG NAM INVESTMENT,VT:VHG,VHG.HNO,1/28/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Financial Services (Sector),Viet Trung Nam Investment,Active
VIET TRUNG QUANG BINH,VT:VTQ,VTQ.HNO,5/20/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Viet Trung Quang Binh,Active
VIET VIET NHAT INVESTMENT,VT:VNH,VNH.HNO,4/8/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Viet Viet Nhat Investment,Active
VIETCAP SECUIRITIES,VT:VCI,VCI.HM,7/7/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Vietcap Secuirities,Active
VIETCREDIT FINANCE,VT:TIN,TIN.HNO,12/28/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vietcredit Finance,Active
VIETINBANK SECURITIES,VT:CTS,CTS.HM,7/31/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Vietinbank Securities,Active
VIETJET AVIATION,VT:VJC,VJC.HM,2/28/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Travel and Leisure,Vietjet Aviation,Active
VIETNAM AIRLINES,VT:HVN,HVN.HM,1/3/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Travel and Leisure,Vietnam Airlines,Active
VIETNAM APATITE - PHOSPHORUS,VT:PAT,PAT.HNO,6/17/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vietnam Apatite - Phosphorus,Active
VIETNAM ASIA COMMERCIAL,VT:VAB,VAB.HNO,7/20/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vietnam Asia Commercial,Active
VIETNAM CERAMIC GLASS,VT:CGV,CGV.HNO,6/21/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Ceramic Glass,Active
VIETNAM CON.NO 2,VT:VC2,VC2.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Construction No 2,Active
VIETNAM CONSTRUC,VT:VCG,VCG.HM,9/30/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Construc,Active
VIETNAM CONSTRUCTION SECURITIES,VT:CSI,CSI.HNO,3/15/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Financial Services (Sector),Vietnam Construction Securities,Active
VIETNAM CONTAINER SHIP.,VT:VSC,VSC.HM,1/9/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Container Shipping,Active
VIETNAM COTTON,VT:BVN,BVN.HNO,10/21/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vietnam Cotton,Active
VIETNAM DAIRY PRODUCTS,VT:VNM,VNM.HM,1/31/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Vietnam Dairy Products,Active
VIETNAM ELECT.CON.2,VT:VE2,VE2.HNO,7/26/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Electrical Construction 2,Active
VIETNAM ELECTRIC CABLE,VT:CAV,CAV.HM,12/8/2014,2014,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Vietnam Electric Cable,Active
VIETNAM ELECTRONICS AND INFORMATICS,VT:VEC,VEC.HNO,7/14/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Leisure Goods,Vietnam Electronics and Informatics,Active
VIETNAM ELTY.CON.,VT:VNE,VNE.HM,8/9/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Electricity Construction,Active
VIETNAM ENGINE AND AGRICULTURAL MACHINERY,VT:VEA,VEA.HNO,7/2/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Engineering,Vietnam Engine and Agricultural Machinery,Active
VIETNAM ENTERPRISE INV. & DEV.,VT:FID,FID.HN,5/20/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Vietnam Enterprise Investment and Development,Active
VIETNAM EXHIBITION FAIR CENTRE,VT:VEF,VEF.HNO,12/22/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Vietnam Exhibition Fair Centre,Active
VIETNAM EXPORT IMPORT COMMERCIAL,VT:EIB,EIB.HM,10/27/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Banks,Vietnam Export Import Commercial,Active
VIETNAM EXPRESSWAY SERVICES,VT:VSE,VSE.HNO,10/22/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Expressway Services,Active
VIETNAM FISHERY MECHANICAL SHIPBUILDING,VT:FSO,FSO.HNO,3/2/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Engineering,Vietnam Fishery Mechanical Shipbuilding,Active
VIETNAM GERMANY,VT:VGS,VGS.HN,12/31/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Vietnam Germany,Active
VIETNAM INTERNATIONAL COMMERCIAL,VT:VIB,VIB.HM,1/9/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Banks,Vietnam International Commercial,Active
VIETNAM K I P JS,VT:KIP,KIP.HNO,12/15/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electronic and Electrical Equipment,Vietnam K I P JS,Active
VIETNAM LIVESTOCK,VT:VLC,VLC.HNO,10/28/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vietnam Livestock,Active
VIETNAM MACHINE INVESTMENT DEVELOPMENT,VT:VVS,VVS.HNO,10/7/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vietnam Machine Investment Development,Active
VIETNAM MACHINERY INSTALLATION,VT:LLM,LLM.HNO,8/16/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Machinery Installation,Active
VIETNAM MARITIME CORPORATION,VT:MVN,MVN.HNO,10/12/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Maritime Corporation,Active
VIETNAM MARITIME DEVELOPMENT,VT:VMS,VMS.HN,10/20/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Maritime Development,Active
VIETNAM MEDICINAL MATERIALS,VT:DVM,DVM.HN,7/19/2022,2022,Equities,Hanoi,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Vietnam Medicinal Materials,Active
VIETNAM NATIONAL,VT:VNX,VNX.HNO,6/15/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Media,Vietnam National,Active
VIETNAM NATIONAL CONSTRUCTION CONSULTANT,VT:VGV,VGV.HNO,7/17/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam National Construction Consultant,Active
VIETNAM NATIONAL REIN.,VT:VNR,VNR.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Nonlife Insurance,Vietnam National Reinsurance,Active
VIETNAM OCEAN SHIPPING,VT:VOS,VOS.HM,9/8/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Ocean Shipping,Active
VIETNAM OCEAN SHIPPING AGENCY,VT:VSA,VSA.HN,12/22/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Ocean Shipping Agency,Active
VIETNAM PESTICIDE,VT:VPS,VPS.HM,8/19/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Chemicals,Vietnam Pesticide,Active
VIETNAM PHARMACEUTICAL,VT:DVN,DVN.HNO,5/19/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Vietnam Pharmaceutical,Active
VIETNAM PLASTIC,VT:VNP,VNP.HNO,8/18/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Chemicals,Vietnam Plastic,Active
VIETNAM RUBBER GROUP,VT:GVR,GVR.HM,3/21/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Vietnam Rubber Group,Active
VIETNAM SALVAGE SINGLE- MEMBER,VT:SAL,SAL.HNO,11/20/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Salvage Single- Member,Active
VIETNAM SOUTHERN FOOD CORPORATION,VT:VSF,VSF.HNO,4/23/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vietnam Southern Food Corporation,Active
VIETNAM SPTND.& INSPEC.,VT:VNC,VNC.HN,12/29/2006,2006,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Vietnam Superintendence and Inspection,Active
VIETNAM STEEL,VT:TVN,TVN.HNO,1/19/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Vietnam Steel,Active
VIETNAM STRN.& CTNG.,VT:VST,VST.HNO,2/26/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vietnam Sea Transport and Chartering,Active
VIETNAM SUN,VT:VNS,VNS.HM,7/29/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Travel and Leisure,Vietnam Sun,Active
VIETNAM THUONG TIN COMMERCIAL,VT:VBB,VBB.HNO,7/30/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Banks,Vietnam Thuong Tin Commercial,Active
VIETNAM VEGETABLE OILS,VT:VOC,VOC.HNO,9/19/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vietnam Vegetable Oils,Active
VIETNAM VETERINARY PRODUCTS,VT:VNY,VNY.HNO,8/10/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food and Drug Retailers,Vietnam Veterinary Products,Active
VIETNAM WATER AND ENVIRONMENT,VT:VIW,VIW.HNO,1/5/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vietnam Water and Environment,Active
VIETOURIST HOLDINGS JSC,VT:VTD,VTD.HNO,11/6/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Vietourist Holdings JSC,Active
VIETTEL CONSTRUCTIONS,VT:CTR,CTR.HM,10/31/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Viettel Constructions,Active
VIETTEL CONSULTANT AND DESIGN,VT:VTK,VTK.HNO,12/18/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Fixed Line Telecommunications,Viettel Consultant and Design,Active
VIETTEL GLOBAL INVESTMENT JSC,VT:VGI,VGI.HNO,9/25/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Fixed Line Telecommunications,Viettel Global Investment JSC,Active
VIETTEL POST,VT:VTP,VTP.HNO,11/23/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Viettel Post,Active
VIETTIEN GARMENT,VT:VGG,VGG.HNO,3/10/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Viettien Garment,Active
VIETTRI PAPER,VT:GVT,GVT.HNO,1/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Forestry and Paper,Viettri Paper,Active
VIETTRONICS BIEN HOA,VT:BEL,BEL.HNO,7/12/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Viettronics Bien Hoa,Active
VIETTRONICS BINH,VT:VBH,VBH.HNO,12/29/2006,2006,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Viettronics Binh,Active
VIETTRONICS TAN BINH,VT:VTB,VTB.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Leisure Goods,Viettronics Tan Binh,Active
VIGLACERA,VT:VGC,VGC.HM,10/15/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera,Active
VIGLACERA DONG TRIEU,VT:DTC,DTC.HN,7/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Dong Trieu,Active
VIGLACERA HA LONG,VT:VHL,VHL.HN,2/12/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Ha Long,Active
VIGLACERA HANOI,VT:VIH,VIH.HNO,6/1/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Hanoi,Active
VIGLACERA MINERAL,VT:VIM,VIM.HNO,6/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Viglacera Mineral,Active
VIGLACERA THANGLONG CIT.,VT:TLT,TLT.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Thanglong Ceramic Tiles,Active
VIGLACERA THANH TRI SANITARY,VT:TVA,TVA.HNO,4/21/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Viglacera Thanh Tri Sanitary,Active
VIGLACERA TIEN S,VT:VIT,VIT.HN,11/3/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Tien S,Active
VIGLACERA TUSON,VT:VTS,VTS.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Viglacera Tuson,Active
VIKY PLASTIC,VT:VKP,VKP.HNO,6/19/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Viky Plastic,Active
VIMC LOGISTICS,VT:VLG,VLG.HNO,9/18/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Vimc Logistics,Active
VIMECO,VT:VMC,VMC.HN,12/29/2006,2006,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Engineering,Vimeco,Active
VIMEDIMEX MEDI-PHARMA,VT:VMD,VMD.HM,9/30/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Vimedimex Medi-Pharma,Active
VIMICO - CAO BANG BANG,VT:BCV,BCV.HNO,12/3/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vimico - CAO Bang Bang,Active
VINACAFE BIEN HOA,VT:VCF,VCF.HM,1/28/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Beverages,Vinacafe Bien Hoa,Active
VINACAP TELECOM ELECTRONICS,VT:VTE,VTE.HNO,6/5/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Vinacap Telecom Electronics,Active
VINACOMIN - DEON,VT:TDN,TDN.HN,12/31/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Deon,Active
VINACOMIN - HA T,VT:THT,THT.HN,12/31/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Ha T,Active
VINACOMIN - HALA,VT:HLC,HLC.HN,3/5/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Hala,Active
VINACOMIN - MINE,VT:KSV,KSV.HN,7/28/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Mine,Active
VINACOMIN - MONG,VT:MDC,MDC.HN,7/23/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Mong,Active
VINACOMIN - NUI,VT:NBC,NBC.HN,7/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - NUI,Active
VINACOMIN - VANG,VT:TVD,TVD.HN,1/11/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Vang,Active
VINACOMIN - VIET B,VT:MVB,MVB.HN,10/14/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin - Viet B,Active
VINACOMIN COAL IMPORT,VT:CLM,CLM.HN,4/15/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin Coal Import,Active
VINACOMIN COC,VT:TC6,TC6.HN,6/26/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin Coc,Active
VINACOMIN CONSTRUCTION ENVIRONMENT,VT:VCE,VCE.HNO,7/24/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vinacomin Construction Environment,Active
VINACOMIN MACHINERY,VT:CTT,CTT.HN,7/17/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Engineering,Vinacomin Machinery,Active
VINACOMIN MINI,VT:MGC,MGC.HNO,6/23/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Vinacomin Mini,Active
VINACOMIN MOTOR INDUSTRY,VT:VMA,VMA.HNO,9/11/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Automobiles and Parts,Vinacomin Motor Industry,Active
VINACOMIN NORTHERN COAL TRADING,VT:TMB,TMB.HN,1/16/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Mining,Vinacomin Northern Coal Trading,Active
VINACOMIN QUACONTROL,VT:VQC,VQC.HNO,2/26/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Vinacomin Quacontrol,Active
VINACOMIN TOURISM TRADING,VT:DLT,DLT.HNO,11/20/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Engineering,Vinacomin Tourism Trading,Active
VINACOMIN UONG BI ELECT. MECH.,VT:UEM,UEM.HNO,10/7/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Vinacomin Uong Bi Electrical Mechanical,Active
VINACOMIN VIET BAC,VT:VBG,VBG.HNO,10/10/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Vinacomin Viet BAC,Active
VINACOMIN WATERW,VT:WTC,WTC.HNO,7/30/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vinacomin Waterw,Active
VINACOMIN- INVESTMENT TRDG.&.SER.,VT:ITS,ITS.HNO,12/18/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Vinacomin- Investment Trading and Service,Active
VINACOMIN-MAOKHE COAL,VT:CMK,CMK.HNO,12/15/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vinacomin-Maokhe Coal,Active
VINACOMIN-MATERIALS TRADING,VT:MTS,MTS.HNO,3/10/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Vinacomin-Materials Trading,Active
VINACONEX 15,VT:V15,V15.HNO,12/17/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vinaconex 15,Active
VINACONEX 21,VT:V21,V21.HN,4/21/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vinaconex 21,Active
VINACONEX 25,VT:VCC,VCC.HN,6/30/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Vinaconex 25,Active
VINACONEX 39,VT:PVV,PVV.HNO,9/9/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vinaconex 39,Active
VINACONEX INVEST,VT:VCR,VCR.HNO,5/10/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Vinaconex Invest,Active
VINACONEX POWER,VT:VCP,VCP.HNO,12/16/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electricity,Vinaconex Power,Active
VINACONEX S CONS,VT:VCT,VCT.HNO,7/15/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Vinaconex S Consolidated,Active
VINACONEX TRADIN,VT:VCM,VCM.HN,5/11/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Vinaconex Tradin,Active
VINAFCO JOINT ST,VT:VFC,VFC.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vinafco Joint Saint,Active
VINAFOOD 1 FLOUR,VT:BMV,BMV.HNO,5/22/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Vinafood 1 Flour,Active
VINAFREIGHT INTL.FGT. FWDER.,VT:VNF,VNF.HN,12/1/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Vinafreight International Freight Forwarders,Active
VINAHUD URB.&.HSG. DVIT.,VT:VHD,VHD.HNO,6/22/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Vinahud Urban and Housing Development Investment,Active
VINALINK INTL.FGT.FWDER.,VT:VNL,VNL.HM,8/17/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Vinalink International Freight Forwarders,Active
VINAM,VT:CVN,CVN.HN,8/6/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),Vinam,Active
VINAPRINT CORPORATION,VT:VPR,VPR.HNO,12/20/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Vinaprint Corporation,Active
VINASHIP,VT:VNA,VNA.HNO,9/9/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vinaship,Active
VINATABA TRADING & INV.,VT:VTJ,VTJ.HN,12/29/2014,2014,Equities,Hanoi,Vietnam,Vietnamese Dong,Tobacco,Vinataba Trading and Investment,Active
VINATEX DANANG,VT:VDN,VDN.HNO,7/15/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Vinatex Danang,Active
VINATEXIMEX,VT:VTI,VTI.HNO,12/17/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Vinateximex,Active
VINATRANS,VT:VIN,VIN.HNO,9/4/2014,2014,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vinatrans,Active
VINATRANS DA NANG,VT:VMT,VMT.HNO,1/11/2023,2023,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vinatrans Da Nang,Active
VINAVICO,VT:CTA,CTA.HNO,10/1/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vinavico,Active
VINCOM,VT:VIC,VIC.HM,9/19/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Vincom,Active
VINCOM RETAIL,VT:VRE,VRE.HM,11/6/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,General Retailers,Vincom Retail,Active
VINCOMIN - POWER HOLDING CORPORATION,VT:DTK,DTK.HN,12/15/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Electricity,Vincomin - Power Holding Corporation,Active
VINGAL-VNSTEEL,VT:VGL,VGL.HNO,7/28/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Vingal-Vnsteel,Active
VINH HA FOOD PROC.& CON.,VT:VHF,VHF.HNO,7/5/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vinh Ha Food Processing and Construction,Active
VINH HOAN,VT:VHC,VHC.HM,12/24/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Vinh Hoan,Active
VINH LNG.CEREAL & FOOD IMX.,VT:VLF,VLF.HNO,12/21/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vinh Long Cereal and Food Import Export,Active
VINH LONG PUBLIC WORKS,VT:VLP,VLP.HNO,7/28/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Vinh Long Public Works,Active
VINH LONG WATER SUPPLY,VT:VLW,VLW.HNO,7/17/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Vinh Long Water Supply,Active
VINH PHU RAILWAY,VT:DSV,DSV.HNO,11/2/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Vinh Phu Railway,Active
VINH PHUC INFRAS,VT:IDV,IDV.HN,6/1/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Vinh Phuc Infras,Active
VINH PHUC TEXTILE,VT:G20,G20.HNO,3/9/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Vinh Phuc Textile,Active
VINH PHUC WATER SUPPLY,VT:NVP,NVP.HNO,10/26/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vinh Phuc Water Supply,Active
VINH PLASTIC AND,VT:VBC,VBC.HN,3/17/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Vinh Plastic and,Active
VINH SON-SONG HINH HYPW.,VT:VSH,VSH.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Vinh Son-Song Hinh Hydropower,Active
VINHOMES,VT:VHM,VHM.HM,5/17/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Vinhomes,Active
VINHPHUC WATER SUPPLY AND DRAINAGE NO.1,VT:VPW,VPW.HNO,1/21/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Vinhphuc Water Supply and Drainage Number 1,Active
VIP GREENPORT JSC,VT:VGR,VGR.HNO,4/12/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,VIP Greenport JSC,Active
VISICONS CON.&.INV.,VT:VC6,VC6.HN,1/28/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Visicons Construction and Investment,Active
VISSAN,VT:VSN,VSN.HNO,10/21/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Vissan,Active
VITALY,VT:VTA,VTA.HNO,7/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Vitaly,Active
VIWACO,VT:VAV,VAV.HNO,7/26/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Viwaco,Active
